ChEBI_ID,Name,Definition,Stars
CHEBI:71008,3-dehydrotetradecasphinganine(1+),"A cationic sphingoid that is the conjugate acid of 3-dehydrotetradecasphinganine, obtained by protonation of the primary amino function; major species at pH 7.3.",
CHEBI:71009,hexadecasphinganine(1+),"A cationic sphingoid that is the conjugate acid of hexadecasphinganine, obtained by protonation of the primary amino function; major species at pH 7.3.",
CHEBI:71201,xanthurenate,"A quinolinemonocarboxylate that is the conjugate base of xanthurenic acid, obtained by deprotonation of the carboxy group.",
CHEBI:71406,(R)-adrenaline(1+),"An organic cation that is the conjugate acid of (<i>R</i>)-adrenaline, obtained by protonation of the amino group; major species at pH 7.3.",
CHEBI:71464,palmitoyl ethanolamide,An <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of palmitic (hexadecanoic) acid.,
CHEBI:71465,palmitoleoyl ethanolamide,An <em>N</em>-acylethanolamine 16:1 that is the ethanolamide of palmitoleic acid.,
CHEBI:71466,oleoyl ethanolamide,An <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of oleic acid. The monounsaturated analogue of the endocannabinoid anandamide.,
CHEBI:71489,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA(4-)","An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of (6<i>Z</i>,9<i>Z</i>,12<i>Z</i>,15<i>Z</i>)-octadecatetraenoyl-CoA; major species at pH 7.3.",
CHEBI:71589,"all-cis-icosa-8,11,14-trienoate","An unsaturated fatty acid anion that is the conjugate base of <i>all</i>-<i>cis</i>-icosa-8,11,14-trienoic acid arising from deprotonation of the carboxy group.",
CHEBI:72587,(R)-noradrenaline(1+),"An organic cation that is the conjugate acid of (<i>R</i>)-noradrenaline, obtained by protonation of the primary amino group; major species at pH 7.3.",
CHEBI:72683,1-myristoyl-sn-glycerol 3-phosphate(2-),An anionic phospholipid obtained by deprotonation of the phosphate OH groups of 1-myristoyl-<em>sn</em>-glycerol 3-phosphate.,
CHEBI:72745,(E)-hexadec-2-enoate,"A straight-chain unsaturated fatty acid anion that is the conjugate base of (<i>E</i>)-hexadec-2-enoic acid, obtained by deprotonation of the carboxy group.",
CHEBI:72859,"1,2-dihexadecanoyl-sn-glycerol-3-phosphate(2-)",A 1-acyl-2-hexadecanoyl-<em>sn</em>-glycero-3-phosphate(2−) in which the 1-acyl group is also hexadecanoyl; major species at pH 7.3.,
CHEBI:72860,"1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 9<i>Z</i>,12<i>Z</i>-octadecadienoyl (linoleoyl) respectively; major species at pH 7.3.",
CHEBI:72864,"1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 5<i>Z</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>-eicosatetraenoyl (arachidonoyl) respectively; major species at pH 7.3.",
CHEBI:72956,N-dodecanoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as dodecanoyl (lauroyl).,
CHEBI:72957,N-tetradecanoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as tetradecanoyl (myristoyl).,
CHEBI:72959,N-hexadecanoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as hexadecanoyl (palmitoyl).,
CHEBI:72961,N-octadecanoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as octadecanoyl (stearoyl).,
CHEBI:72998,1-hexadecanoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 16:0 in which a hexadecanoyl (palmitoyl) group is attached to the glycero moiety at position 1.,
CHEBI:72999,"1,2-dihexadecanoyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 32:0 in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl). A synthetic phospholipid used in liposomes and lipid bilayers to study biological membranes. It is also a major constituent of pulmonary surfactants.,
CHEBI:73000,1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 34:0 in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and octadecanoyl (stearoyl) respectively.,
CHEBI:73001,1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,A phosphatidylcholine 34:1 in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 9Z-octadecenoyl (oleoyl) respectively.,
CHEBI:73002,"1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine","A phosphatidylcholine 34:2 in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 9<i>Z</i>,12<i>Z</i>-octadecadienoyl (linoleoyl) respectively.",
CHEBI:73003,1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,"A phosphatidylcholine 36:4 in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 5<i>Z</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>-eicosatetraenoyl (arachidonoyl) respectively.",
CHEBI:73004,1-hexadecanoyl-sn-glycero-3-phosphoethanolamine zwitterion,A lysophosphatidylethanolamine zwitterion 16:0 obtained by transfer of a proton from the phosphate to the amino group of 1-hexadecanoyl-<em>sn</em>-glycero-3-phosphoethanolamine.,
CHEBI:73009,"1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-icosatetraenoyl)-sn-glycero-3-phosphoethanolamine zwitterion","A phosphatidylethanolamine 36:4 zwitterion obtained by transfer of a proton from the phosphate to the amino group of 1-hexadecanoyl-2-(5<i>Z</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>-eicosatetraenoyl)-<em>sn</em>-glycero-3-phosphoethanolamine.",
CHEBI:732,5beta-dihydrocortisol,A 17α-hydroxy-C<small><sub>21</sub></small>-steroid that is cortisol in which the 4-5 double bond has undergone formal hydrogenation to give the corresponding 5β- steroid.,
CHEBI:73316,2'-deoxyribonucleoside 5'-diphosphate(3-),An organophosphate oxoanion formed by deprotonation of the diphosphate OH groups of any 2'-deoxynucleoside 5'-diphosphate.,
CHEBI:73852,"(7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA(4-)","A 3-oxo-fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>)-3-oxodocosatetraenoyl-CoA.",
CHEBI:73856,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>)-docosatetraenoyl-CoA; Major species at pH 7.3.",
CHEBI:73857,"(9Z,12Z,15Z,18Z)-3-oxotetracosatetraenoyl-CoA(4-)","A 3-oxo-fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (9<i>Z</i>,12<i>Z</i>,15<i>Z</i>,18<i>Z</i>)-3-oxotetracosatetraenoyl-CoA.",
CHEBI:73858,1-stearoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 18:0 in which the acyl substituent is located at position 1 and is specified as stearoyl.,
CHEBI:7386,4-acetamidobutanal,,
CHEBI:73862,"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA(4-)","An acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (5<i>Z</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>,17<i>Z</i>)-icosapentaenoyl-CoA.",
CHEBI:73863,"(7Z,10Z,13Z,16Z,19Z)-3-oxodocosapentaenoyl-CoA(4-)","A 3-oxo-fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-3-oxodocosapentaenoyl-CoA.",
CHEBI:73870,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosapentaenoyl-CoA.",
CHEBI:73871,"(9Z,12Z,15Z,18Z,21Z)-3-oxotetracosapentaenoyl-CoA(4-)","A 3-oxo-fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (9<i>Z</i>,12<i>Z</i>,15<i>Z</i>,18<i>Z</i>,21<i>Z</i>)-3-oxotetracosapentaenoyl-CoA.",
CHEBI:73990,2-oleoylglycerol,A 2-monoglyceride where the acyl group is (9<i>Z</i>)-octadecenoyl.,
CHEBI:74000,1-palmitoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 32:1 in which the acyl groups at C-1 and C-2 are hexadecanoyl and (9<i>Z</i>)-hexadec-9-enoyl respectively.,
CHEBI:74034,alpha-linolenoyl-CoA(4-),An octadecatrienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of α-linolenoyl-CoA.,
CHEBI:74083,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (9<i>Z</i>,12<i>Z</i>,15<i>Z</i>,18<i>Z</i>,21<i>Z</i>)-tetracosapentaenoyl-CoA; major species at pH 7.3.",
CHEBI:74086,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA(4-)","An acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (6<i>Z</i>,9<i>Z</i>,12<i>Z</i>,15<i>Z</i>,18<i>Z</i>,21<i>Z</i>)-tetracosahexaenoyl-CoA; major species at pH 7.3.",
CHEBI:74151,S-palmitoyl-L-cysteine residue,An α-amino-acid residue derived from <em>S</em>-palmitoyl-<small>L</small>-cysteine.,
CHEBI:74264,"(8Z,11Z,14Z)-icosatrienoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (8<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-icosatrienoyl-CoA.",
CHEBI:74265,"(8Z,11Z,14Z,17Z)-icosatetraenoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (8<i>Z</i>,11<i>Z</i>,14<i>Z</i>,17<i>Z</i>)-icosatetraenoyl-CoA.",
CHEBI:74296,(11E)-octadecenoyl-CoA(4-),An octadecenoyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (11<i>E</i>)-octadecenoyl-CoA.,
CHEBI:74328,"(11Z,14Z,17Z)-icosatrienoyl-CoA(4-)","A polyunsaturated fatty acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of (11<i>Z</i>,14<i>Z</i>,17<i>Z</i>)-icosatrienoyl-CoA.",
CHEBI:74339,(6Z)-hexadecenoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of (6<i>Z</i>)-hexadecenoyl-CoA.,
CHEBI:74359,L-alpha-aminobutyrate zwitterion,An <small>L</small>-α-amino acid zwitterion that is <small>L</small>-α-aminobutyric acid in which a proton has been transferred from the carboxy group to the amino group. It is the major species at pH 7.3.,
CHEBI:74450,N-(15Z)-tetracosenoylsphingosine,An <em>N</em>-tetracosenoylsphingosine in which the double bond in the ceramide acyl group is located at position 15 (the <i>Z</i>-geoisomer.,
CHEBI:74475,hexadecanamide,A fatty amide that is the carboxamide derived from palmitic acid.,
CHEBI:74544,1-oleoyl-sn-glycero-3-phosphate(2-),A 1-acyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-oleoyl-<em>sn</em>-glycero-3-phosphate.,
CHEBI:74546,"1,2-dioleoyl-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1,2-dioleoyl-<em>sn</em>-glycero-3-phosphate.",
CHEBI:74551,1-oleoyl-2-palmitoyl-sn-glycero-3-phosphate(2-),A 1-acyl-2-hexadecanoyl-<em>sn</em>-glycero-3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-oleoyl-2-palmitoyl-<em>sn</em>-glycero-3-phosphate.,
CHEBI:74560,1-stearoyl-2-oleoyl-sn-glycero-3-phosphate(2-),"A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-2-oleoyl-<em>sn</em>-glycero-3-phosphate.",
CHEBI:74563,1-oleoyl-2-linoleoyl-sn-glycero-3-phosphate(2-),"A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-oleoyl-2-linoleoyl-<em>sn</em>-glycero-3-phosphate.",
CHEBI:74565,1-stearoyl-sn-glycero-3-phosphate(2-),A 1-acyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-<em>sn</em>-glycero-3-phosphate.,
CHEBI:74617,1-oleoyl-sn-glycero-3-phosphoserine(1-),A 1-acyl-sn-glycero-3-phosphoserine(1−) that is the conjugate base of 1-oleoyl-<em>sn</em>-glycero-3-phosphoserine.,
CHEBI:7466,nandrolone,A 3-oxo Δ<small><sup>4</small></sup>-steroid that is estr-4-en-3-one substituted by a β-hydroxy group at position 17.,
CHEBI:74667,1-oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 34:1 in which the two acyl substituents at positions 1 and 2 are specified as oleoyl and palmitoyl respectively.,
CHEBI:74669,"1,2-dioleoyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 36:2 in which the phosphatidyl acyl groups at positions 1 and 2 are both oleoyl.,
CHEBI:74670,1-oleoyl-2-linoleoyl-sn-glycero-3-phosphocholine,A  phosphatidylcholine 36:3 in which the two acyl substituents at positions 1 and 2 are specified as oleoyl and linoleoyl respectively.,
CHEBI:74671,1-oleoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 38:5 in which the two acyl substituents at positions 1 and 2 are specified as oleoyl and arachidonoyl respectively.,
CHEBI:74892,1-oleoyl-2-linoleoyl-sn-glycero-3-phospho-L-serine(1-),"A phosphatidylserine 36:3 that is the conjugate base of 1-oleoyl-2-linoleoyl-<em>sn</em>-glycero-3-phospho-<small>L</small>-serine, in which the carboxy and phosphate groups are anionic and the amino group is cationic.",
CHEBI:74897,1-oleoyl-2-arachidonoyl-sn-glycero-3-phospho-L-serine(1-),"A phosphatidylserine 38:5 that is the conjugate base of 1-oleoyl-2-arachidonoyl-<em>sn</em>-glycero-3-phospho-<small>L</small>-serine, in which the carboxy and phosphate groups are anionic and the amino group is cationic.",
CHEBI:74905,"1,2-dioleoyl-sn-glycero-3-phospho-L-serine(1-)","A phosphatidylserine 36:2 that is the conjugate base of 1,2-dioleoyl-<em>sn</em>-glycero-3-phospho-<small>L</small>-serine, in which the carboxy and phosphate groups are anionic and the amino group is cationic.",
CHEBI:74928,1-oleoyl-2-arachidonoyl-sn-glycero-3-phosphate(2-),,
CHEBI:74938,1-arachidonoyl-sn-glycerol 3-phosphate(2-),A 1-acyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-arachidonoyl-<em>sn</em>-glycero-3-phosphate.,
CHEBI:74965,1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 38:4 in which the two acyl substituents at positions 1 and 2 are specified as stearoyl and arachidonoyl respectively.,
CHEBI:74966,1-lauroyl-sn-glycero-3-phosphocholine,A 1-<em>O</em>-acyl-<em>sn</em>-glycero-3-phosphocholine in which the acyl group is specified as lauroyl (dodecanoyl),
CHEBI:74967,1-lauroyl-2-arachidonoyl-sn-glycero-3-phosphocholine,"A 1,2-diacyl-<em>sn</em>-glycero-3-phosphocholine in which the two acyl substituents at positions 1 and 2 are specified as lauroyl and arachidonoyl respectively.",
CHEBI:74968,1-icosanoyl-sn-glycero-3-phosphocholine,A 1-<em>O</em>-acyl-<em>sn</em>-glycero-3-phosphocholine in which the acyl group is specified as icosanoyl.,
CHEBI:74970,1-icosanoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 40:4 in which the two acyl substituents at positions 1 and 2 are specified as icosanoyl and arachidonoyl respectively.,
CHEBI:74971,1-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion,A 1-acyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion obtained by transfer of a proton from the amino to the phosphate group of 1-oleoyl-<em>sn</em>-glycero-3-phosphoethanolamine.,
CHEBI:74975,1-oleoyl-2-arachidonoyl-sn-glycerol-3-phosphoethanolamine zwitterion,A phosphatidylethanolamine 38:5 obtained by transfer of a proton from the amino to the phosphate group of 1-oleoyl-2-arachidonoyl-<em>sn</em>-glycerol-3-phosphoethanolamine.,
CHEBI:74977,1-oleoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine zwitterion,A phosphatidylethanolamine 36:3 obtained by transfer of a proton from the amino to the phosphate group of 1-oleoyl-2-linoleoyl-<em>sn</em>-glycerol-3-phosphoethanolamine.,
CHEBI:75017,1-lauroyl-2-palmitoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 28:0 in which the two acyl substituents at positions 1 and 2 are specified as lauroyl and palmitoyl respectively.,
